"","eventid","iyear","imonth","iday","country","country_txt","region","region_txt","city","provstate","latitude","longitude","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","corp1","target1","gname","individual","weaptype1_txt","nkill","nwound","ishostkid","ransom","dbsource"
"1",198506200009,1985,6,20,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","","Annapurna Hotel (owned by Royal Palace)","United Liberation Torchbearers Forces",0,"Explosives",4,19,0,0,"PGIS"
"2",198506200010,1985,6,20,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","","Parliament","United Liberation Torchbearers Forces",0,"Explosives",2,0,0,0,"PGIS"
"3",198506200011,1985,6,20,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","","Government Secretariat Bldg","United Liberation Torchbearers Forces",0,"Explosives",0,0,0,0,"PGIS"
"4",198506200012,1985,6,20,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","","royal palace","United Liberation Torchbearers Forces",0,"Explosives",0,0,0,0,"PGIS"
"5",198506200013,1985,6,20,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","","royal palace","United Liberation Torchbearers Forces",0,"Explosives",0,0,0,0,"PGIS"
"6",198506200014,1985,6,20,141,"Nepal",6,"South Asia","Dhano-ari","Central",27.413611,85.461111,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","","marbet","Unknown",0,"Explosives",0,1,0,0,"PGIS"
"7",198506200015,1985,6,20,141,"Nepal",6,"South Asia","Bhairahawa","Far-Western",28.728056,80.915833,1,0,3,"Bombing/Explosion",1,"Business","","hospital","Unknown",0,"Explosives",0,1,0,0,"PGIS"
"8",198506200016,1985,6,20,141,"Nepal",6,"South Asia","Bhairahawa","Far-Western",28.728056,80.915833,1,0,3,"Bombing/Explosion",6,"Airports & Aircraft","","Local airport","Unknown",0,"Explosives",0,1,0,0,"PGIS"
"9",198506260006,1985,6,26,141,"Nepal",6,"South Asia","Rajbiraj","Eastern",26.540301,86.748377,0,0,3,"Bombing/Explosion",19,"Transportation","","passenger bus","Unknown",0,"Explosives",0,0,0,0,"PGIS"
"10",199107290019,1991,7,29,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,8,"Unarmed Assault",3,"Police","Police","Unit","All Nepal Free Nationalist Students Union",0,"Melee",0,0,0,0,"PGIS"
"11",199204060003,1992,4,6,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,7,"Facility/Infrastructure Attack",6,"Airports & Aircraft","Royal Nepal Airlines","Telephone Equipment apparently airline equipment","Anti-Monarchists",0,"Incendiary",0,0,0,0,"PGIS"
"12",199204060004,1992,4,6,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,0,0,7,"Facility/Infrastructure Attack",6,"Airports & Aircraft","Royal Nepal Airlines","Fuel storage area","Anti-Monarchists",0,"Incendiary",0,0,0,0,"PGIS"
"13",199204060009,1992,4,6,141,"Nepal",6,"South Asia","Patan","Central",27.66897,85.319824,1,0,9,"Unknown",3,"Police","Security Force","Unit","Left-Wing Terrorists",0,"Unknown",0,0,0,0,"PGIS"
"14",199204060010,1992,4,6,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,9,"Unknown",3,"Police","Security Force","Units","Left-Wing Terrorists",0,"Unknown",6,37,0,0,"PGIS"
"15",199205170004,1992,5,17,141,"Nepal",6,"South Asia","Sindhuli district","Central",27.256882,85.971322,0,0,1,"Assassination",2,"Government (General)","Nepal Congress","Member Parliament Dhurba Prasad Sharma and associates","United People's Front",0,"Unknown",0,6,0,0,"PGIS"
"16",199205280002,1992,5,28,141,"Nepal",6,"South Asia","Saptari district","Eastern",26.617262,86.701389,1,0,2,"Armed Assault",2,"Government (General)","","Political Group","Political Group",0,"Firearms",1,0,0,0,"PGIS"
"17",199205280003,1992,5,28,141,"Nepal",6,"South Asia","Dhanusa district","Central",26.835047,86.012157,1,0,2,"Armed Assault",2,"Government (General)","","Political Group","Political Group",0,"Firearms",1,0,0,0,"PGIS"
"18",199206010001,1992,6,1,141,"Nepal",6,"South Asia","Sankhuwasabha district","Eastern",27.614192,87.14229,1,0,1,"Assassination",14,"Private Citizens & Property","Nepali Congress Party","4 Party Activists","Unknown",0,"Firearms",1,3,0,0,"PGIS"
"19",199411110010,1994,11,11,141,"Nepal",6,"South Asia","Dang District","Mid-Western",27.988744,82.301773,1,0,9,"Unknown",14,"Private Citizens & Property","","Political Activists","Unknown",0,"Unknown",3,0,0,0,"PGIS"
"20",199411150008,1994,11,15,141,"Nepal",6,"South Asia","Dharhari","Central",26.933054,85.280007,1,0,2,"Armed Assault",14,"Private Citizens & Property","","Political Activists","Rival Party Members",0,"Firearms",1,2,0,0,"PGIS"
"21",199411150009,1994,11,15,141,"Nepal",6,"South Asia","Unknown","Unknown",NA,NA,1,0,2,"Armed Assault",14,"Private Citizens & Property","n/s","Political activists","Unknown",0,"Melee",0,13,0,0,"PGIS"
"22",199602270003,1996,2,27,141,"Nepal",6,"South Asia","Rukum District","Mid-Western",28.743442,82.475276,1,0,2,"Armed Assault",3,"Police","Govt","Police Patrol","Unknown",0,"Firearms",6,0,0,0,"PGIS"
"23",199607170003,1996,7,17,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,8,"Unarmed Assault",7,"Government (Diplomatic)","Government","Peace Corps Volunteer","Unknown",0,"Melee",0,1,0,0,"PGIS"
"24",199612120001,1996,12,12,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,2,"Armed Assault",14,"Private Citizens & Property","Unk","U/I Vehicle","National People's Movement Coordination Committee",0,"Incendiary",0,2,0,0,"PGIS"
"25",199612120002,1996,12,12,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,2,"Armed Assault",14,"Private Citizens & Property","Unk","U/I Vehicle","National People's Movement Coordination Committee",0,"Incendiary",0,2,0,0,"PGIS"
"26",199612120003,1996,12,12,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,2,"Armed Assault",14,"Private Citizens & Property","Unk","U/I Vehicle","National People's Movement Coordination Committee",0,"Incendiary",0,2,0,0,"PGIS"
"27",199701010001,1997,1,1,141,"Nepal",6,"South Asia","Bethan","Central",27.493003,85.824033,1,0,2,"Armed Assault",3,"Police","Government","Police Department","Unknown",0,"Firearms",5,2,0,0,"PGIS"
"28",199702100001,1997,2,10,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",3,"Police","Government","Res. of Police Inspector","Communist Party of Nepal- Maoist (CPN-M)",0,"Explosives",0,0,0,0,"PGIS"
"29",199702120003,1997,2,12,141,"Nepal",6,"South Asia","Pyuthan","Mid-Western",28.099949,82.865991,1,0,3,"Bombing/Explosion",2,"Government (General)","Government","Office","Unknown",0,"Explosives",0,0,0,0,"PGIS"
"30",199705060010,1997,5,6,141,"Nepal",6,"South Asia","Rukum district","Mid-Western",28.735902,82.480861,1,0,2,"Armed Assault",3,"Police","Govt","Police Patrol","Unknown",0,"Firearms",2,1,0,0,"PGIS"
"31",199705140001,1997,5,14,141,"Nepal",6,"South Asia","Rolpa district","Mid-Western",28.383435,82.648299,1,0,1,"Assassination",22,"Violent Political Party","Nepali Congress Party (NC)","Member: Kesar Singh Gharti","Unknown",0,"Melee",1,0,0,0,"PGIS"
"32",199705150001,1997,5,15,141,"Nepal",6,"South Asia","Rukum district","Mid-Western",28.743442,82.475276,1,0,2,"Armed Assault",3,"Police","Government","Police Patrol (ambush)","Unknown",0,"Firearms",2,3,0,0,"PGIS"
"33",199706090003,1997,6,9,141,"Nepal",6,"South Asia","Piparpati","Central",26.863234,85.076116,1,0,9,"Unknown",14,"Private Citizens & Property","Nepali Congress Party (NC)","Activists","Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML)",0,"Unknown",1,0,0,0,"PGIS"
"34",199706100002,1997,6,10,141,"Nepal",6,"South Asia","Kharkaya","Eastern",26.904307,87.930997,1,0,9,"Unknown",14,"Private Citizens & Property","NC","Activists","Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML)",0,"Unknown",1,2,0,0,"PGIS"
"35",199706100003,1997,6,10,141,"Nepal",6,"South Asia","Nawalparasi district","Western",27.643148,83.890632,1,0,9,"Unknown",14,"Private Citizens & Property","NCP-UML","Activists","Nepali Congress Party (NC)",0,"Unknown",3,0,0,0,"PGIS"
"36",199903120004,1999,3,12,141,"Nepal",6,"South Asia","Rolpa District","Mid-Western",28.383435,82.648299,1,0,2,"Armed Assault",14,"Private Citizens & Property","Civilians","Civilians in Rolpa District, Nepal","Maoists",0,"Firearms",7,8,0,NA,"CETIS"
"37",199904070002,1999,4,7,141,"Nepal",6,"South Asia","Banepa","Central",27.63671,85.516751,1,0,3,"Bombing/Explosion",12,"NGO","Adventist Development and Relief Agency (ADRA)","Adventist Development and Relief Agency (ADRA) facility and laboratory in Banepa.","Maoists",0,"Explosives",0,0,0,NA,"CETIS"
"38",199905010001,1999,5,1,141,"Nepal",6,"South Asia","Gaurigaon","Western",28.476394,84.689749,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Nepalese Police Patrol","Maoists",0,"Firearms",8,5,0,NA,"CETIS"
"39",199905020001,1999,5,2,141,"Nepal",6,"South Asia","Ghaiswang","Western",28.476394,84.689749,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Nepalese Police Patrol","Maoists",0,"Firearms",1,1,0,NA,"CETIS"
"40",199906140006,1999,6,14,141,"Nepal",6,"South Asia","Lalu","Mid-Western",29.157133,81.543437,1,0,9,"Unknown",3,"Police","Nepal Police","Policemen in Lala village","Maoists",0,"Unknown",NA,NA,0,NA,"CETIS"
"41",199911000001,1999,11,0,141,"Nepal",6,"South Asia","Rolpa district","Mid-Western",28.383435,82.648299,1,0,2,"Armed Assault",3,"Police","Nepal Police","Police checkpoint in Rolpa","Maoists",0,"Firearms",5,0,0,NA,"CETIS"
"42",199911090004,1999,11,9,141,"Nepal",6,"South Asia","Lamjung district","Western",28.276549,84.354205,1,0,1,"Assassination",2,"Government (General)","Nepali Congress Lamjung District Committee","Thakur Neupane, Chairman of Nepali Congress Lamjung District Committee","Maoists",0,"Firearms",1,0,0,NA,"CETIS"
"43",199912240002,1999,12,24,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,4,"Hijacking",6,"Airports & Aircraft","Indian Airlines","Indian Airlines Airbus flying from the Kathmandu for New Delhi","Harakat ul-Mujahidin (HuM)",0,"Explosives",1,0,1,1,"CETIS"
"44",200001140002,2000,1,14,141,"Nepal",6,"South Asia","Liwang","Mid-Western",28.3,82.633333,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilians","Residents in Liwang","Unknown",0,"Explosives",0,5,0,NA,"CETIS"
"45",200001260001,2000,1,26,141,"Nepal",6,"South Asia","Kalimati","Central",27.708754,85.329498,1,0,2,"Armed Assault",3,"Police","Nepal Police","A police station in Kalimati","Left-wing extremists",0,"Firearms",NA,14,0,NA,"CETIS"
"46",200001270004,2000,1,27,141,"Nepal",6,"South Asia","Khalanga","Mid-Western",28.739647,82.203988,0,0,3,"Bombing/Explosion",3,"Police","Nepal Police","A police post in Khalanga","Unknown",0,"Explosives",1,NA,0,NA,"CETIS"
"47",200001310001,2000,12,31,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepali Congress party","Sushil Koirala, the National Congress general secretary","Unknown",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"48",200002190001,2000,2,19,141,"Nepal",6,"South Asia","Gharati Gaun","Mid-Western",28.361696,82.488843,1,0,3,"Bombing/Explosion",3,"Police","Nepal Police","Police outpost in Gharati Gaun","Communist Party of Nepal- Maoist (CPN-M)",0,"Explosives",15,16,0,NA,"CETIS"
"49",200003280002,2000,3,28,141,"Nepal",6,"South Asia","Rautahat district","Central",27.04869,85.313622,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepalese Ministry of State for Land Reform and Management","The residence of Mohammad Aftab Alam, the Minister of State for Land Reform and Management","Maoists",0,"Explosives",0,1,0,NA,"CETIS"
"50",200003310001,2000,3,31,141,"Nepal",6,"South Asia","Harmi","Western",28.091574,84.537946,1,0,2,"Armed Assault",3,"Police","Nepal Police","Police post in Harmi, Nepal","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",1,2,0,NA,"CETIS"
"51",200004020002,2000,4,2,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilian store owner","Arun Jalan, the owner of an electrical store","Maoists",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"52",200004140002,2000,4,14,141,"Nepal",6,"South Asia","Gajul","Mid-Western",28.326153,82.703591,1,0,6,"Hostage Taking (Kidnapping)",22,"Violent Political Party","Nepali Congress Party (NC)","Former Minister: Reg Bahadur Subedi","Unknown",0,"Firearms",NA,NA,1,0,"CETIS"
"53",200004160002,2000,4,16,141,"Nepal",6,"South Asia","Kale Daanda","Western",28.16527,83.932081,1,0,2,"Armed Assault",22,"Violent Political Party","Nepali Congress Party (NC)","Officer: Uday Bahadur Shahi","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",1,2,0,NA,"CETIS"
"54",200006060010,2000,6,6,141,"Nepal",6,"South Asia","Jajarkot disrict","Mid-Western",28.86515,82.171363,1,0,2,"Armed Assault",3,"Police","The Nepalese police forces","A police headquarter","Unknown",0,"Firearms",17,NA,0,NA,"CETIS"
"55",200006140002,2000,6,14,141,"Nepal",6,"South Asia","Junbesi","Eastern",27.597801,86.547641,1,0,3,"Bombing/Explosion",3,"Police","The police forces","A police post in Junbesi","Maoists",0,"Explosives",3,3,0,NA,"CETIS"
"56",200007150003,2000,7,15,141,"Nepal",6,"South Asia","Thokarpa","Central",27.680217,85.790052,1,0,3,"Bombing/Explosion",3,"Police","Nepal Law Enforcement","Police officers at a police post in Thokapara","Communist Party of Nepal- Maoist (CPN-M)",0,"Explosives",4,7,0,NA,"CETIS"
"57",200007150006,2000,7,15,141,"Nepal",6,"South Asia","Thokarpa","Central",27.684046,85.790139,1,0,2,"Armed Assault",3,"Police","Nepal Police","Nepal Police Station in Thokarwa","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",4,7,0,NA,"CETIS"
"58",200009240002,2000,9,24,141,"Nepal",6,"South Asia","Dunai Bazaar","Mid-Western",28.932032,82.900035,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepalese Government","The office of the Chief District Officer, the district jail, and several government-owned offices","Unknown",0,"Explosives",14,40,1,0,"CETIS"
"59",200009250008,2000,9,25,141,"Nepal",6,"South Asia","Dunai Bazaar","Mid-Western",28.932032,82.900035,1,0,6,"Hostage Taking (Kidnapping)",3,"Police","Nepalese Police","Offices of the Chief District Officer","Maoists",0,"Explosives",14,40,1,NA,"CETIS"
"60",200009270005,2000,9,27,141,"Nepal",6,"South Asia","Bhorletar","Far-Western",29.916806,80.750035,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Policemen in Bhorleater","Maoists",0,"Firearms",8,7,0,NA,"CETIS"
"61",200009270012,2000,9,27,141,"Nepal",6,"South Asia","Bhorletar","Far-Western",29.916806,80.750035,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Police post in Bhorletar in Lamjung District","Unknown",0,"Unknown",8,7,0,NA,"CETIS"
"62",200011050002,2000,11,5,141,"Nepal",6,"South Asia","Doramba","Central",27.519453,85.938401,1,0,2,"Armed Assault",3,"Police","Doramba Village Police Forces","The police office at Doramba Village Development Council","Unknown",0,"Firearms",1,7,0,NA,"CETIS"
"63",200011120006,2000,11,12,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilians","Civilians on a street in Kathmandu","Unknown",0,"Explosives",0,2,0,NA,"CETIS"
"64",200011120007,2000,11,12,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",1,"Business","","A spinning mill in Bhaktapur","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
"65",200012310012,2000,12,31,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepali Congress party","Dilwendra Prasad Badu, the Minister of State for Education","Unknown",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"66",200012310013,2000,12,31,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepali Congress party","The former home minister","Unknown",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"67",200102030002,2001,2,3,141,"Nepal",6,"South Asia","Chhyasatti","Mid-Western",28.517454,81.773904,1,0,2,"Armed Assault",2,"Government (General)","Nepal Supreme Court Justice","Chief Justice Keshav Prasa Upadhyay and his entourage","Maoists",0,"Explosives",6,4,0,NA,"CETIS"
"68",200102100006,2001,2,10,141,"Nepal",6,"South Asia","Diysini Khola","Central",28.050273,84.976115,0,0,2,"Armed Assault",9,"Food or Water Supply","Hydro power project","Explosives owned by and destined for the Indrawati hydro power project","Maoists",0,"Explosives",0,NA,0,NA,"UMD Schmid 2012"
"69",200102120005,2001,2,12,141,"Nepal",6,"South Asia","Mangalsen","Far-Western",29.14176,81.248374,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilians","Civilians using a community waterspout in Mangalsen","Maoists",0,"Explosives",2,8,0,NA,"UMD Schmid 2012"
"70",200102140009,2001,2,12,141,"Nepal",6,"South Asia","Shantipur","Eastern",26.809932,88.009847,1,0,2,"Armed Assault",8,"Educational Institution","Civilian","Thaneshwor Poudel, a teacher at Uday Higher Secondary School","Maoists",0,"Melee",0,1,0,NA,"UMD Schmid 2012"
"71",200102190006,2001,2,19,141,"Nepal",6,"South Asia","Ratipur","Far-Western",28.730134,80.926165,1,0,8,"Unarmed Assault",2,"Government (General)","Civilians","Former state minister Prakash Bahadur Singh and his family","Maoists",0,"Melee",1,5,0,NA,"UMD Schmid 2012"
"72",200102270005,2001,2,27,141,"Nepal",6,"South Asia","Purana Gaon","Central",27.355356,86.13447,1,0,1,"Assassination",2,"Government (General)","Nepali Congress","Tikaraj Aran, a Nepalese Congress Convention member","Maoists",0,"Firearms",1,0,0,NA,"UMD Schmid 2012"
"73",200104020001,2001,4,2,141,"Nepal",6,"South Asia","Rukumkot","Mid-Western",28.594129,82.609974,1,0,6,"Hostage Taking (Kidnapping)",3,"Police","Nepalese Police Force","Rukum district police checkpoint in Rukumkot, Nepal","Maoists",0,"Firearms",35,14,1,0,"CETIS"
"74",200104020005,2001,4,2,141,"Nepal",6,"South Asia","Dhumbarahi","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",3,"Police","Residence of former Police Inspector General","Achyut Kharel","Maoists",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"75",200104020007,2001,4,2,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","Congressional official","Lekhnath Neupane","Maoists",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"76",200104070004,2001,4,7,141,"Nepal",6,"South Asia","Dailekh district","Mid-Western",28.928657,81.649221,1,0,9,"Unknown",3,"Police","Nepalese Police Force","A police post in Naumule, Nepal","Communist Party of Nepal- Maoist (CPN-M)",0,"Unknown",38,NA,0,NA,"CETIS"
"77",200104100001,2001,4,10,141,"Nepal",6,"South Asia","Dulapani","Western",28.048333,84.237222,1,0,1,"Assassination",2,"Government (General)","Nepalese Congress","Bishnu Prasad Jamarkattel, treasurer of the Nepali Congress Tanahu District committee, in the Tanahu District of Nepal","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",1,0,0,NA,"CETIS"
"78",200105300001,2001,5,30,141,"Nepal",6,"South Asia","Lalbojhi","Far-Western",28.484326,80.929175,1,0,2,"Armed Assault",3,"Police","Nepalese Border Police","Border police outpost on the Indian border in the Kailali district.","Maoists",0,"Firearms",5,2,0,NA,"CETIS"
"79",200107030001,2001,7,3,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepalese Government","The Prime Minister's residence and the Chief Justice's residence","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
"80",200107110001,2001,7,11,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property","The Koirala family compound","Sujata Koirala, daughter of Nepal's Prime Minister","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
"81",200108110009,2001,8,11,141,"Nepal",6,"South Asia","Arghakhanchi District","Western",27.982926,83.036137,1,0,7,"Facility/Infrastructure Attack",3,"Police","Nepalese Police","Police Station in Arghakhanchi District, Nepal","Maoists",0,"Incendiary",0,0,0,NA,"CETIS"
"82",200108120017,2001,8,12,141,"Nepal",6,"South Asia","Devighat","Central",27.862527,85.113974,1,0,7,"Facility/Infrastructure Attack",3,"Police","Nepalese Police","Police Station in Devighat, Bagmati Zone, Nepal","Maoists",0,"Firearms",0,0,0,NA,"CETIS"
"83",200108180011,2001,8,18,141,"Nepal",6,"South Asia","Bishalnagar","Central",27.708754,85.329498,1,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property","Civilians","Civilians and Property in Bishalnagar, Nepal","Maoists",0,"Firearms",0,0,0,NA,"CETIS"
"84",200109190006,2001,9,19,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,7,"Facility/Infrastructure Attack",10,"Journalists & Media","Radio Nepal","A Radio Nepal vehicle and occupants","Maoists",0,"Incendiary",0,0,0,NA,"CETIS"
"85",200111160002,2001,11,16,141,"Nepal",6,"South Asia","Dhading District","Central",27.959441,84.895897,1,0,6,"Hostage Taking (Kidnapping)",2,"Government (General)","Rashtriya Prajatantra Party (RPP)","Two Rashtriya Prajatantra Party (RPP) members in the Dhading district","Maoists",0,"Unknown",0,0,1,0,"CETIS"
"86",200111230002,2001,11,23,141,"Nepal",6,"South Asia","Surkhet district","Mid-Western",28.51686,81.778256,1,0,7,"Facility/Infrastructure Attack",6,"Airports & Aircraft","Surkhet Airport","Surkhet airport tower","Maoists",0,"Explosives",0,0,0,NA,"CETIS"
"87",200111230006,2001,11,23,141,"Nepal",6,"South Asia","Dang district","Mid-Western",27.988744,82.301773,1,0,2,"Armed Assault",4,"Military","Nepal Army","Nepal soldiers","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",29,0,0,NA,"CETIS"
"88",200111240003,2001,11,24,141,"Nepal",6,"South Asia","Khopasi","Central",27.57313,85.534246,1,0,3,"Bombing/Explosion",21,"Utilities","Nepal Electricity Infrastructure","The hydropower station at Khopasi","Maoists",0,"Explosives",0,0,0,NA,"CETIS"
"89",200111240005,2001,11,24,141,"Nepal",6,"South Asia","Harredanda","Mid-Western",28.630959,81.702524,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Nepal police officers traveling in Harredanda","Communist Party of Nepal- Maoist (CPN-M)",0,"Firearms",5,5,0,NA,"CETIS"
"90",200111240006,2001,11,24,141,"Nepal",6,"South Asia","Surkhet District","Mid-Western",28.51686,81.778256,1,0,2,"Armed Assault",3,"Police","Nepalese Police","Nepal police officers traveling in the Surkhet District","Maoists",0,"Firearms",6,0,-9,NA,"CETIS"
"91",200111250003,2001,11,25,141,"Nepal",6,"South Asia","Salleri","Eastern",27.504281,86.58681,1,0,3,"Bombing/Explosion",6,"Airports & Aircraft","Phaplu Airport","Phaplu airport tower in Salleri","Communist Party of Nepal- Maoist (CPN-M)",0,"Explosives",NA,NA,0,NA,"CETIS"
"92",200111270004,2001,11,27,141,"Nepal",6,"South Asia","Latinath","Far-Western",29.72954,80.767782,1,0,2,"Armed Assault",3,"Police","Nepal Police","Nepal police officers on a regular patrol","Maoists",0,"Firearms",16,6,0,NA,"CETIS"
"93",200111270005,2001,11,27,141,"Nepal",6,"South Asia","Gokuleshwor","Far-Western",29.68891,80.549593,1,0,6,"Hostage Taking (Kidnapping)",3,"Police","Nepalese Police","A Nepal police outpost in Gokuleshwor","Maoists",0,"Unknown",4,6,1,0,"CETIS"
"94",200111270006,2001,11,27,141,"Nepal",6,"South Asia","Darchula district","Far-Western",29.88121,80.76578,1,0,2,"Armed Assault",3,"Police","Nepal Police","Nepal police officers at a police post","Maoists",0,"Firearms",16,6,0,NA,"CETIS"
"95",200112030005,2001,12,3,141,"Nepal",6,"South Asia","Lalitpur","Central",27.66897,85.319824,1,0,3,"Bombing/Explosion",1,"Business","Nepalese business","A carpet factory in Lalitpur","Maoists",0,"Explosives",2,2,0,NA,"UMD Schmid 2012"
"96",200112140008,2001,12,14,141,"Nepal",6,"South Asia","Firku","Western",28.373204,84.438272,1,0,3,"Bombing/Explosion",16,"Telecommunication","Nepal Telecommunications Corporation","Nepal Telecommunications Corporation Tower in Firku, Nepal","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
"97",200112150002,2001,12,15,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,1,0,2,"Armed Assault",7,"Government (Diplomatic)","United States State Department","United States Embassy Kathmandu","Unknown",0,"Firearms",1,0,0,NA,"CETIS"
"98",200112230003,2001,12,23,141,"Nepal",6,"South Asia","Salang Khola","Central",27.844134,84.809994,1,0,2,"Armed Assault",4,"Military","Nepal Defense Forces","Nepalese soldiers in a army patrol in Salang Khola, Nepal","Unknown",0,"Firearms",4,NA,0,NA,"CETIS"
"99",200112240009,2001,12,22,141,"Nepal",6,"South Asia","Chitwan district","Central",27.529131,84.354205,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepalese government minister","Chiranjibi Wagle, a Nepalese government minister","Maoists",0,"Explosives",0,0,0,NA,"UMD Schmid 2012"
"100",200201020006,2002,1,2,141,"Nepal",6,"South Asia","Jaleshwor","Central",26.633463,85.799952,1,0,3,"Bombing/Explosion",2,"Government (General)","Nepali Minister","Nepali Health Minister, Sharat Singh Bhandari","Maoists",0,"Explosives",0,0,0,NA,"CETIS"
"101",200201030005,2002,1,3,141,"Nepal",6,"South Asia","Manma","Mid-Western",29.149662,81.617534,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilians","Civilians in Manma-Khandachakra, Nepal","Maoists",0,"Explosives",2,5,0,NA,"CETIS"
"102",200201160003,2002,1,16,141,"Nepal",6,"South Asia","Surkhet district","Mid-Western",28.51686,81.778256,1,0,7,"Facility/Infrastructure Attack",3,"Police","Surkhet District Jail","Surkhet District Jail Building","Unknown",0,"Firearms",0,0,0,NA,"CETIS"
"103",200202020001,2002,2,2,141,"Nepal",6,"South Asia","Kathmandu","Central",27.708754,85.329498,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property","Civilians","Civilians in Kathmandu, Nepal","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
"104",200202030004,2002,2,3,141,"Nepal",6,"South Asia","Lukla","Eastern",27.685568,86.727843,1,0,3,"Bombing/Explosion",6,"Airports & Aircraft","Lukla Airport","Lukla Airport tower","Unknown",0,"Explosives",0,0,0,NA,"CETIS"
